"COMPLICATION_ID","PROVIDER_ID","HOSPITAL_NAME","ADDRESS","CITY","STATE","ZIP_CODE","COUNTY","PHONE_NUMBER","MEASURE_NAME","MEASURE_ID","COMPARED_TO_NATIONAL","DENOMINATOR","SCORE","LOWER_ESTIMATE","HIGHER_ESTIMATE","FOOTNOTE","MEASURE_START_DT","MEASURE_END_DT"
7154,"60116",GOOD SAMARITAN MEDICAL CENTER,"200 EXEMPLA CIRCLE",LAFAYETTE,CO,"80026",BOULDER,"3036894000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"124","11.43","3.83","19.03",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6223,"51301",ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,"115 WEST E STREET",TEHACHAPI,CA,"93561",KERN,"6618223241",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6224,"51301",ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,"115 WEST E STREET",TEHACHAPI,CA,"93561",KERN,"6618223241",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6225,"51301",ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,"115 WEST E STREET",TEHACHAPI,CA,"93561",KERN,"6618223241",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:30:40.000
6226,"51301",ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,"115 WEST E STREET",TEHACHAPI,CA,"93561",KERN,"6618223241",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6227,"51301",ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,"115 WEST E STREET",TEHACHAPI,CA,"93561",KERN,"6618223241",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6242,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"37","4.1","2.4","6.9",,2012-04-01 00:00:00.000,2023-08-29 19:30:42.000
6243,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6230,"51301",ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,"115 WEST E STREET",TEHACHAPI,CA,"93561",KERN,"6618223241",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6231,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:30:42.000
6232,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6233,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6234,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6235,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6236,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:30:42.000
6237,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6238,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6244,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6245,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6241,"51302",SOUTHERN INYO HOSPITAL,"501 EAST LOCUST STREET",LONE PINE,CA,"93545",INYO,"7608765501",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6246,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6247,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:30:43.000
6248,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6249,"51303",MAMMOTH HOSPITAL,"85 SIERRA PARK ROAD PO BOX 660",MAMMOTH LAKES,CA,"93546",MONO,"7609343311",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7541,"61328",PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD",PAGOSA SPRINGS,CO,"81147",ARCHULETA,"9707313700",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7542,"61328",PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD",PAGOSA SPRINGS,CO,"81147",ARCHULETA,"9707313700",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7543,"61328",PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD",PAGOSA SPRINGS,CO,"81147",ARCHULETA,"9707313700",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7544,"61328",PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD",PAGOSA SPRINGS,CO,"81147",ARCHULETA,"9707313700",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:32:57.000
7545,"61328",PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD",PAGOSA SPRINGS,CO,"81147",ARCHULETA,"9707313700",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7546,"61328",PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD",PAGOSA SPRINGS,CO,"81147",ARCHULETA,"9707313700",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7552,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7553,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7549,"61328",PAGOSA SPRINGS MEDICAL CENTER,"95 SOUTH PAGOSA BOULEVARD",PAGOSA SPRINGS,CO,"81147",ARCHULETA,"9707313700",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7550,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:32:59.000
7551,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7554,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7555,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:33:00.000
7556,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7557,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7562,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"5963","5.42","3.63","7.21",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7563,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"450","5.35","0","11.4",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7560,"63301",CHILDRENS HOSPITAL COLORADO,"13123 EAST 16TH AVENUE",AURORA,CO,"80045",ADAMS,"7207771234",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7561,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"1969","2.5","2","3.2",,2012-04-01 00:00:00.000,2023-08-29 19:33:00.000
7564,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"606","2.18","0.15","4.21",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7565,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"19634","1.8","1.28","2.32",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7566,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"6233","0.5","0","1.04",,2013-07-01 00:00:00.000,2023-08-29 19:33:01.000
7567,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"191","163.29","126.7","199.88",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
7568,"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"18453","0.43","0.22","0.65",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6642,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:31:24.000
6643,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6644,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6645,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6646,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6647,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:31:25.000
6648,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6649,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6652,"53305",LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,"725 WELCH ROAD",PALO ALTO,CA,"94304",SANTA CLARA,"6504978000",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6653,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2012-04-01 00:00:00.000,2023-08-29 19:31:25.000
6654,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6655,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6656,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6657,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6658,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2013-07-01 00:00:00.000,2023-08-29 19:31:25.000
6659,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
6660,"53306",CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,"92691",ORANGE,"9493652408",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5279,"50552",MOTION PICTURE & TELEVISION HOSPITAL,"23388 MULHOLLAND DRIVE",WOODLAND HILLS,CA,"91364",LOS ANGELES,"8188761888",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"76","0.41","0.08","0.74",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5301,"50561",KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE",LOS ANGELES,CA,"90034",LOS ANGELES,"2138572201",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"803","0.38","0.07","0.7",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5307,"50567",MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD",MISSION VIEJO,CA,"92691",ORANGE,"9493641400",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"285","10.38","3.57","17.19",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5282,"50552",MOTION PICTURE & TELEVISION HOSPITAL,"23388 MULHOLLAND DRIVE",WOODLAND HILLS,CA,"91364",LOS ANGELES,"8188761888",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.9","0.4","1.41",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5283,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"305","3.2","2.1","4.8",,2012-04-01 00:00:00.000,2023-08-29 19:28:55.000
5284,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"3168","4.92","2.48","7.37",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5285,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"322","10.27","3.86","16.68",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5286,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"434","2.81","0.71","4.91",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5287,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"11147","1.91","1.26","2.55",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5288,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"3717","0.94","0.29","1.59",,2013-07-01 00:00:00.000,2023-08-29 19:28:55.000
5289,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"176","145.91","107.89","183.94",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
5290,"50557",MEMORIAL MEDICAL CENTER,"1700 COFFEE RD",MODESTO,CA,"95355",STANISLAUS,"2095264500",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"10363","0.57","0.31","0.82",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
