ID,Name,HospitalID,Type
36-02,A-02,36,assessment
36-95,T-95,36,treatment
36-76,A-76,36,assessment
36-41,A-41,36,assessment
36-49,A-49,36,assessment
36-34,A-34,36,assessment
36-07,A-07,36,assessment
36-14,A-14,36,assessment
36-84,T-84,36,treatment
36-76,T-76,36,treatment
36-35,A-35,36,assessment
36-49,T-49,36,treatment
36-86,T-86,36,treatment
36-93,A-93,36,assessment
36-48,A-48,36,assessment
36-05,A-05,36,assessment
36-84,A-84,36,assessment
36-60,T-60,36,treatment
36-76,A-76,36,assessment
36-32,T-32,36,treatment
36-100,T-100,36,treatment
36-55,T-55,36,treatment
36-95,T-95,36,treatment
36-21,T-21,36,treatment
36-41,T-41,36,treatment
36-88,A-88,36,assessment
36-55,A-55,36,assessment
36-68,A-68,36,assessment
36-55,T-55,36,treatment
36-81,T-81,36,treatment
36-84,A-84,36,assessment
36-68,A-68,36,assessment
36-61,A-61,36,assessment
36-08,A-08,36,assessment
36-68,A-68,36,assessment
36-61,A-61,36,assessment
36-49,A-49,36,assessment
36-90,A-90,36,assessment
36-75,A-75,36,assessment
36-50,T-50,36,treatment
36-47,T-47,36,treatment
36-60,A-60,36,assessment
36-12,T-12,36,treatment
36-98,T-98,36,treatment
36-88,A-88,36,assessment
36-38,T-38,36,treatment
36-47,T-47,36,treatment
36-77,T-77,36,treatment
36-84,A-84,36,assessment
36-63,T-63,36,treatment
36-43,T-43,36,treatment
36-90,A-90,36,assessment
36-78,A-78,36,assessment
36-28,A-28,36,assessment
36-12,T-12,36,treatment
36-99,A-99,36,assessment
36-48,T-48,36,treatment
36-02,A-02,36,assessment
36-10,T-10,36,treatment
36-87,T-87,36,treatment
36-12,A-12,36,assessment
36-60,A-60,36,assessment
36-67,A-67,36,assessment
37-70,A-70,37,assessment
37-20,A-20,37,assessment
37-50,T-50,37,treatment
37-57,A-57,37,assessment
37-92,T-92,37,treatment
37-45,T-45,37,treatment
37-77,T-77,37,treatment
37-27,A-27,37,assessment
37-04,A-04,37,assessment
37-96,A-96,37,assessment
37-92,T-92,37,treatment
37-52,A-52,37,assessment
37-54,T-54,37,treatment
37-50,T-50,37,treatment
37-95,T-95,37,treatment
37-22,A-22,37,assessment
37-05,T-05,37,treatment
37-49,A-49,37,assessment
37-85,A-85,37,assessment
37-94,A-94,37,assessment
37-99,A-99,37,assessment
37-34,T-34,37,treatment
37-32,A-32,37,assessment
37-06,T-06,37,treatment
37-19,T-19,37,treatment
37-97,T-97,37,treatment
37-20,T-20,37,treatment
37-08,A-08,37,assessment
37-02,A-02,37,assessment
37-67,A-67,37,assessment
37-74,T-74,37,treatment
37-48,A-48,37,assessment
37-78,A-78,37,assessment
37-76,T-76,37,treatment
37-27,T-27,37,treatment
37-24,A-24,37,assessment
37-68,T-68,37,treatment
37-83,T-83,37,treatment
37-32,A-32,37,assessment
37-09,T-09,37,treatment
37-31,T-31,37,treatment
37-35,A-35,37,assessment
37-91,T-91,37,treatment
37-76,A-76,37,assessment
37-37,A-37,37,assessment
37-49,T-49,37,treatment
37-83,A-83,37,assessment
37-10,T-10,37,treatment
37-40,T-40,37,treatment
37-99,T-99,37,treatment
37-63,A-63,37,assessment
37-98,A-98,37,assessment
37-27,T-27,37,treatment
37-13,A-13,37,assessment
37-94,A-94,37,assessment
37-17,T-17,37,treatment
37-45,A-45,37,assessment
38-06,T-06,38,treatment
38-67,T-67,38,treatment
38-35,T-35,38,treatment
38-90,A-90,38,assessment
38-12,A-12,38,assessment
38-85,T-85,38,treatment
38-05,T-05,38,treatment
38-80,T-80,38,treatment
38-74,T-74,38,treatment
38-92,T-92,38,treatment
38-33,A-33,38,assessment
38-89,T-89,38,treatment
38-98,T-98,38,treatment
38-03,A-03,38,assessment
38-34,A-34,38,assessment
38-55,A-55,38,assessment
38-57,T-57,38,treatment
38-94,T-94,38,treatment
38-69,A-69,38,assessment
38-52,T-52,38,treatment
38-41,T-41,38,treatment
38-20,T-20,38,treatment
38-20,A-20,38,assessment
38-81,T-81,38,treatment
38-35,T-35,38,treatment
38-05,A-05,38,assessment
38-96,T-96,38,treatment
38-26,T-26,38,treatment
38-12,A-12,38,assessment
38-16,T-16,38,treatment
38-91,A-91,38,assessment
38-47,T-47,38,treatment
38-83,A-83,38,assessment
38-79,A-79,38,assessment
38-17,A-17,38,assessment
38-48,A-48,38,assessment
38-31,T-31,38,treatment
38-68,A-68,38,assessment
38-34,T-34,38,treatment
38-96,A-96,38,assessment
38-07,A-07,38,assessment
38-33,A-33,38,assessment
38-26,A-26,38,assessment
38-21,T-21,38,treatment
38-100,A-100,38,assessment
38-71,T-71,38,treatment
38-46,A-46,38,assessment
38-62,A-62,38,assessment
38-03,A-03,38,assessment
38-92,A-92,38,assessment
39-37,T-37,39,treatment
39-17,A-17,39,assessment
39-65,A-65,39,assessment
39-05,T-05,39,treatment
39-12,A-12,39,assessment
39-90,T-90,39,treatment
39-35,A-35,39,assessment
39-100,A-100,39,assessment
39-83,T-83,39,treatment
39-82,A-82,39,assessment
39-37,A-37,39,assessment
39-61,T-61,39,treatment
39-69,A-69,39,assessment
39-38,T-38,39,treatment
39-28,A-28,39,assessment
39-74,A-74,39,assessment
39-35,T-35,39,treatment
39-82,A-82,39,assessment
39-22,T-22,39,treatment
39-08,T-08,39,treatment
39-34,A-34,39,assessment
39-44,A-44,39,assessment
39-78,A-78,39,assessment
39-91,A-91,39,assessment
39-18,A-18,39,assessment
39-92,T-92,39,treatment
39-54,T-54,39,treatment
39-34,T-34,39,treatment
39-81,A-81,39,assessment
39-67,A-67,39,assessment
39-21,T-21,39,treatment
39-37,A-37,39,assessment
39-15,T-15,39,treatment
39-22,A-22,39,assessment
39-16,T-16,39,treatment
39-67,A-67,39,assessment
39-20,A-20,39,assessment
39-32,T-32,39,treatment
39-13,A-13,39,assessment
39-82,T-82,39,treatment
39-17,A-17,39,assessment
39-43,T-43,39,treatment
39-16,T-16,39,treatment
39-71,T-71,39,treatment
39-33,T-33,39,treatment
39-76,T-76,39,treatment
39-99,T-99,39,treatment
39-87,A-87,39,assessment
39-70,T-70,39,treatment
40-73,A-73,40,assessment
40-44,A-44,40,assessment
40-62,T-62,40,treatment
40-23,A-23,40,assessment
40-56,A-56,40,assessment
40-19,T-19,40,treatment
40-98,T-98,40,treatment
40-67,A-67,40,assessment
40-36,T-36,40,treatment
40-51,A-51,40,assessment
40-88,A-88,40,assessment
40-80,A-80,40,assessment
40-47,A-47,40,assessment
40-70,T-70,40,treatment
40-64,T-64,40,treatment
40-35,T-35,40,treatment
40-48,A-48,40,assessment
40-52,A-52,40,assessment
40-72,A-72,40,assessment
40-40,A-40,40,assessment
40-53,A-53,40,assessment
40-56,T-56,40,treatment
40-19,A-19,40,assessment
40-22,T-22,40,treatment
40-93,A-93,40,assessment
40-73,T-73,40,treatment
40-21,T-21,40,treatment
40-44,T-44,40,treatment
40-87,T-87,40,treatment
40-69,T-69,40,treatment
40-99,A-99,40,assessment
40-38,T-38,40,treatment
40-21,T-21,40,treatment
40-69,T-69,40,treatment
40-94,T-94,40,treatment
40-36,T-36,40,treatment
40-80,A-80,40,assessment
40-83,A-83,40,assessment
40-21,A-21,40,assessment
40-27,T-27,40,treatment
40-41,A-41,40,assessment
40-12,A-12,40,assessment
40-72,T-72,40,treatment
40-98,A-98,40,assessment
40-06,T-06,40,treatment
40-92,T-92,40,treatment
40-21,A-21,40,assessment
40-89,T-89,40,treatment
40-99,T-99,40,treatment
40-18,T-18,40,treatment
40-68,A-68,40,assessment
40-34,T-34,40,treatment
40-51,T-51,40,treatment
40-16,T-16,40,treatment
40-72,T-72,40,treatment
40-64,T-64,40,treatment
41-64,T-64,41,treatment
41-99,A-99,41,assessment
41-81,A-81,41,assessment
41-21,T-21,41,treatment
41-88,A-88,41,assessment
41-42,T-42,41,treatment
41-68,T-68,41,treatment
41-21,A-21,41,assessment
41-89,A-89,41,assessment
41-38,T-38,41,treatment
41-19,A-19,41,assessment
41-68,A-68,41,assessment
41-49,T-49,41,treatment
41-45,A-45,41,assessment
41-12,T-12,41,treatment
41-21,T-21,41,treatment
41-54,T-54,41,treatment
41-54,A-54,41,assessment
41-37,T-37,41,treatment
41-54,T-54,41,treatment
41-88,A-88,41,assessment
41-58,T-58,41,treatment
41-43,A-43,41,assessment
41-07,A-07,41,assessment
41-67,A-67,41,assessment
41-80,T-80,41,treatment
41-32,T-32,41,treatment
41-77,T-77,41,treatment
41-57,A-57,41,assessment
41-88,T-88,41,treatment
41-54,T-54,41,treatment
41-08,T-08,41,treatment
41-49,A-49,41,assessment
41-47,T-47,41,treatment
41-03,T-03,41,treatment
41-32,T-32,41,treatment
41-25,T-25,41,treatment
41-11,T-11,41,treatment
41-34,T-34,41,treatment
41-35,T-35,41,treatment
41-19,A-19,41,assessment
41-27,A-27,41,assessment
41-87,T-87,41,treatment
41-84,T-84,41,treatment
41-54,A-54,41,assessment
41-59,T-59,41,treatment
41-32,T-32,41,treatment
41-70,T-70,41,treatment
41-14,A-14,41,assessment
41-82,T-82,41,treatment
41-47,T-47,41,treatment
42-22,T-22,42,treatment
42-07,A-07,42,assessment
42-82,T-82,42,treatment
42-76,T-76,42,treatment
42-23,T-23,42,treatment
42-28,T-28,42,treatment
42-76,A-76,42,assessment
42-31,T-31,42,treatment
42-88,A-88,42,assessment
42-88,A-88,42,assessment
42-41,T-41,42,treatment
42-62,A-62,42,assessment
42-82,A-82,42,assessment
42-43,A-43,42,assessment
42-57,A-57,42,assessment
42-54,T-54,42,treatment
42-75,T-75,42,treatment
42-29,A-29,42,assessment
42-70,T-70,42,treatment
42-32,A-32,42,assessment
42-13,A-13,42,assessment
42-89,T-89,42,treatment
42-71,A-71,42,assessment
42-39,T-39,42,treatment
42-57,T-57,42,treatment
42-47,A-47,42,assessment
42-07,A-07,42,assessment
42-12,T-12,42,treatment
42-98,A-98,42,assessment
42-61,T-61,42,treatment
42-94,T-94,42,treatment
42-11,A-11,42,assessment
42-99,T-99,42,treatment
42-25,A-25,42,assessment
42-31,T-31,42,treatment
42-11,T-11,42,treatment
42-31,T-31,42,treatment
42-81,A-81,42,assessment
42-29,A-29,42,assessment
42-11,T-11,42,treatment
42-13,A-13,42,assessment
42-45,T-45,42,treatment
42-66,A-66,42,assessment
42-65,T-65,42,treatment
42-75,A-75,42,assessment
42-97,A-97,42,assessment
42-51,A-51,42,assessment
42-02,T-02,42,treatment
42-64,A-64,42,assessment
42-04,T-04,42,treatment
42-40,A-40,42,assessment
42-66,T-66,42,treatment
42-68,T-68,42,treatment
42-35,A-35,42,assessment
42-97,A-97,42,assessment
42-21,T-21,42,treatment
43-30,A-30,43,assessment
43-94,T-94,43,treatment
43-76,T-76,43,treatment
43-22,A-22,43,assessment
43-06,T-06,43,treatment
43-14,T-14,43,treatment
43-66,A-66,43,assessment
43-69,T-69,43,treatment
43-54,A-54,43,assessment
43-31,T-31,43,treatment
43-70,A-70,43,assessment
43-59,T-59,43,treatment
43-78,A-78,43,assessment
43-09,T-09,43,treatment
43-03,T-03,43,treatment
43-16,T-16,43,treatment
43-43,A-43,43,assessment
43-50,T-50,43,treatment
43-30,A-30,43,assessment
43-20,T-20,43,treatment
43-33,A-33,43,assessment
43-78,T-78,43,treatment
43-86,A-86,43,assessment
43-36,T-36,43,treatment
43-26,T-26,43,treatment
43-51,A-51,43,assessment
43-50,T-50,43,treatment
43-81,T-81,43,treatment
43-22,A-22,43,assessment
43-07,A-07,43,assessment
43-95,A-95,43,assessment
43-80,A-80,43,assessment
43-86,A-86,43,assessment
43-09,T-09,43,treatment
43-57,T-57,43,treatment
43-36,A-36,43,assessment
43-37,T-37,43,treatment
43-99,A-99,43,assessment
43-18,A-18,43,assessment
43-15,T-15,43,treatment
43-56,A-56,43,assessment
43-74,A-74,43,assessment
43-81,T-81,43,treatment
43-63,A-63,43,assessment
43-84,A-84,43,assessment
43-52,A-52,43,assessment
43-47,T-47,43,treatment
44-14,A-14,44,assessment
44-41,T-41,44,treatment
44-22,T-22,44,treatment
44-69,T-69,44,treatment
44-56,T-56,44,treatment
44-05,T-05,44,treatment
44-39,T-39,44,treatment
44-55,A-55,44,assessment
44-17,A-17,44,assessment
44-82,A-82,44,assessment
44-07,T-07,44,treatment
44-62,A-62,44,assessment
44-18,T-18,44,treatment
44-96,T-96,44,treatment
44-32,A-32,44,assessment
44-39,T-39,44,treatment
44-81,A-81,44,assessment
44-30,A-30,44,assessment
44-84,A-84,44,assessment
44-14,T-14,44,treatment
44-84,T-84,44,treatment
44-100,T-100,44,treatment
44-32,T-32,44,treatment
44-84,A-84,44,assessment
44-36,T-36,44,treatment
44-37,T-37,44,treatment
44-26,A-26,44,assessment
44-89,A-89,44,assessment
44-40,T-40,44,treatment
44-10,A-10,44,assessment
44-61,T-61,44,treatment
44-03,A-03,44,assessment
44-99,T-99,44,treatment
44-29,A-29,44,assessment
44-27,A-27,44,assessment
44-75,A-75,44,assessment
44-49,T-49,44,treatment
44-91,T-91,44,treatment
44-28,T-28,44,treatment
44-49,T-49,44,treatment
44-92,A-92,44,assessment
44-41,A-41,44,assessment
44-91,T-91,44,treatment
44-84,T-84,44,treatment
44-64,T-64,44,treatment
44-60,A-60,44,assessment
44-44,T-44,44,treatment
44-99,T-99,44,treatment
44-38,A-38,44,assessment
44-19,A-19,44,assessment
44-23,T-23,44,treatment
44-07,A-07,44,assessment
44-58,A-58,44,assessment
44-54,A-54,44,assessment
44-29,A-29,44,assessment
44-15,T-15,44,treatment
44-56,T-56,44,treatment
45-99,T-99,45,treatment
45-44,A-44,45,assessment
45-79,T-79,45,treatment
45-67,A-67,45,assessment
45-01,A-01,45,assessment
45-19,A-19,45,assessment
45-23,A-23,45,assessment
45-77,T-77,45,treatment
45-62,A-62,45,assessment
45-94,T-94,45,treatment
45-73,T-73,45,treatment
45-48,A-48,45,assessment
45-51,T-51,45,treatment
45-27,T-27,45,treatment
45-67,A-67,45,assessment
45-31,A-31,45,assessment
45-27,T-27,45,treatment
45-46,T-46,45,treatment
45-61,A-61,45,assessment
45-13,A-13,45,assessment
45-31,T-31,45,treatment
45-33,A-33,45,assessment
45-19,A-19,45,assessment
45-44,T-44,45,treatment
45-03,A-03,45,assessment
45-38,T-38,45,treatment
45-43,T-43,45,treatment
45-30,A-30,45,assessment
45-69,T-69,45,treatment
45-80,A-80,45,assessment
45-56,A-56,45,assessment
45-87,A-87,45,assessment
45-40,T-40,45,treatment
45-19,A-19,45,assessment
45-90,T-90,45,treatment
45-80,T-80,45,treatment
45-31,A-31,45,assessment
45-75,A-75,45,assessment
45-80,T-80,45,treatment
45-10,T-10,45,treatment
45-05,T-05,45,treatment
45-88,T-88,45,treatment
45-33,A-33,45,assessment
45-13,A-13,45,assessment
45-80,A-80,45,assessment
45-64,T-64,45,treatment
45-63,A-63,45,assessment
45-75,T-75,45,treatment
45-76,T-76,45,treatment
45-45,T-45,45,treatment
45-56,T-56,45,treatment
45-92,A-92,45,assessment
45-98,A-98,45,assessment
45-20,T-20,45,treatment
45-23,A-23,45,assessment
45-48,A-48,45,assessment
45-80,A-80,45,assessment
45-06,A-06,45,assessment
45-08,T-08,45,treatment
45-49,T-49,45,treatment
45-86,T-86,45,treatment
45-63,T-63,45,treatment
45-54,A-54,45,assessment
45-44,A-44,45,assessment
45-53,A-53,45,assessment
45-20,T-20,45,treatment
45-90,A-90,45,assessment
45-71,T-71,45,treatment
45-51,A-51,45,assessment
45-55,A-55,45,assessment
45-02,A-02,45,assessment
45-34,T-34,45,treatment
45-58,T-58,45,treatment
45-56,A-56,45,assessment
45-50,T-50,45,treatment
45-42,A-42,45,assessment
45-100,T-100,45,treatment
46-68,A-68,46,assessment
46-32,T-32,46,treatment
46-52,A-52,46,assessment
46-40,A-40,46,assessment
46-01,T-01,46,treatment
46-76,A-76,46,assessment
46-08,A-08,46,assessment
46-72,A-72,46,assessment
46-37,T-37,46,treatment
46-84,T-84,46,treatment
46-16,T-16,46,treatment
46-22,T-22,46,treatment
46-08,T-08,46,treatment
46-41,A-41,46,assessment
46-55,T-55,46,treatment
46-02,A-02,46,assessment
46-23,A-23,46,assessment
46-16,T-16,46,treatment
46-69,T-69,46,treatment
46-94,A-94,46,assessment
46-17,T-17,46,treatment
46-27,A-27,46,assessment
46-90,T-90,46,treatment
46-43,A-43,46,assessment
46-94,T-94,46,treatment
46-65,A-65,46,assessment
46-36,T-36,46,treatment
46-82,A-82,46,assessment
46-33,T-33,46,treatment
46-21,T-21,46,treatment
46-12,T-12,46,treatment
46-81,T-81,46,treatment
46-75,A-75,46,assessment
46-76,T-76,46,treatment
46-28,A-28,46,assessment
46-35,A-35,46,assessment
46-97,A-97,46,assessment
46-24,A-24,46,assessment
46-47,A-47,46,assessment
46-25,A-25,46,assessment
46-21,T-21,46,treatment
46-05,A-05,46,assessment
46-45,A-45,46,assessment
46-99,A-99,46,assessment
46-30,A-30,46,assessment
46-32,T-32,46,treatment
46-81,A-81,46,assessment
46-25,A-25,46,assessment
47-89,T-89,47,treatment
47-42,A-42,47,assessment
47-21,T-21,47,treatment
47-82,T-82,47,treatment
47-66,A-66,47,assessment
47-66,T-66,47,treatment
47-82,T-82,47,treatment
47-11,A-11,47,assessment
47-93,A-93,47,assessment
47-27,T-27,47,treatment
47-81,T-81,47,treatment
47-21,T-21,47,treatment
47-23,T-23,47,treatment
47-05,A-05,47,assessment
47-23,A-23,47,assessment
47-47,A-47,47,assessment
47-90,T-90,47,treatment
47-88,A-88,47,assessment
47-02,T-02,47,treatment
47-09,T-09,47,treatment
47-52,A-52,47,assessment
47-33,A-33,47,assessment
47-75,T-75,47,treatment
47-49,A-49,47,assessment
47-48,T-48,47,treatment
47-86,A-86,47,assessment
47-88,T-88,47,treatment
47-23,T-23,47,treatment
47-62,T-62,47,treatment
47-77,T-77,47,treatment
47-88,T-88,47,treatment
47-07,A-07,47,assessment
47-54,T-54,47,treatment
47-16,A-16,47,assessment
47-24,A-24,47,assessment
47-47,A-47,47,assessment
47-28,A-28,47,assessment
47-23,T-23,47,treatment
47-51,A-51,47,assessment
47-06,T-06,47,treatment
47-87,T-87,47,treatment
47-49,T-49,47,treatment
47-95,T-95,47,treatment
47-71,T-71,47,treatment
47-05,T-05,47,treatment
47-91,T-91,47,treatment
47-41,A-41,47,assessment
47-79,A-79,47,assessment
47-17,T-17,47,treatment
47-03,T-03,47,treatment
47-40,A-40,47,assessment
47-08,A-08,47,assessment
47-79,T-79,47,treatment
47-73,T-73,47,treatment
48-88,T-88,48,treatment
48-31,A-31,48,assessment
48-54,T-54,48,treatment
48-56,T-56,48,treatment
48-51,T-51,48,treatment
48-15,T-15,48,treatment
48-41,T-41,48,treatment
48-52,T-52,48,treatment
48-07,A-07,48,assessment
48-12,A-12,48,assessment
48-91,A-91,48,assessment
48-80,T-80,48,treatment
48-86,T-86,48,treatment
48-93,A-93,48,assessment
48-82,A-82,48,assessment
48-32,T-32,48,treatment
48-89,A-89,48,assessment
48-74,A-74,48,assessment
48-17,A-17,48,assessment
48-71,T-71,48,treatment
48-77,A-77,48,assessment
48-52,A-52,48,assessment
48-76,T-76,48,treatment
48-16,A-16,48,assessment
48-46,T-46,48,treatment
48-57,A-57,48,assessment
48-26,T-26,48,treatment
48-27,A-27,48,assessment
48-74,A-74,48,assessment
48-65,A-65,48,assessment
48-19,T-19,48,treatment
48-03,T-03,48,treatment
48-49,A-49,48,assessment
48-89,A-89,48,assessment
48-61,T-61,48,treatment
48-37,T-37,48,treatment
48-70,A-70,48,assessment
48-72,A-72,48,assessment
48-35,A-35,48,assessment
48-31,A-31,48,assessment
48-40,T-40,48,treatment
48-45,T-45,48,treatment
48-71,A-71,48,assessment
48-35,T-35,48,treatment
49-14,T-14,49,treatment
49-28,T-28,49,treatment
49-29,A-29,49,assessment
49-43,T-43,49,treatment
49-69,A-69,49,assessment
49-96,A-96,49,assessment
49-47,T-47,49,treatment
49-27,A-27,49,assessment
49-52,T-52,49,treatment
49-16,T-16,49,treatment
49-48,T-48,49,treatment
49-01,A-01,49,assessment
49-67,A-67,49,assessment
49-26,A-26,49,assessment
49-83,T-83,49,treatment
49-87,A-87,49,assessment
49-61,A-61,49,assessment
49-27,A-27,49,assessment
49-30,A-30,49,assessment
49-69,T-69,49,treatment
49-06,A-06,49,assessment
49-34,A-34,49,assessment
49-07,T-07,49,treatment
49-03,T-03,49,treatment
49-35,A-35,49,assessment
49-47,T-47,49,treatment
49-74,T-74,49,treatment
49-91,T-91,49,treatment
49-69,A-69,49,assessment
49-03,A-03,49,assessment
49-19,A-19,49,assessment
49-46,A-46,49,assessment
49-19,T-19,49,treatment
49-69,A-69,49,assessment
49-11,T-11,49,treatment
49-93,A-93,49,assessment
49-90,T-90,49,treatment
49-36,T-36,49,treatment
49-82,A-82,49,assessment
49-36,T-36,49,treatment
49-54,A-54,49,assessment
49-05,A-05,49,assessment
49-44,A-44,49,assessment
49-43,A-43,49,assessment
49-72,T-72,49,treatment
49-91,T-91,49,treatment
49-40,T-40,49,treatment
49-14,T-14,49,treatment
49-76,T-76,49,treatment
49-97,A-97,49,assessment
50-23,T-23,50,treatment
50-65,T-65,50,treatment
50-93,T-93,50,treatment
50-60,A-60,50,assessment
50-54,A-54,50,assessment
50-32,A-32,50,assessment
50-35,T-35,50,treatment
50-55,A-55,50,assessment
50-84,A-84,50,assessment
50-68,T-68,50,treatment
50-93,T-93,50,treatment
50-60,A-60,50,assessment
50-12,A-12,50,assessment
50-20,A-20,50,assessment
50-35,A-35,50,assessment
50-27,A-27,50,assessment
50-96,A-96,50,assessment
50-23,A-23,50,assessment
50-87,A-87,50,assessment
50-02,A-02,50,assessment
50-75,T-75,50,treatment
50-48,T-48,50,treatment
50-69,T-69,50,treatment
50-11,T-11,50,treatment
50-77,A-77,50,assessment
50-90,A-90,50,assessment
50-89,A-89,50,assessment
50-70,A-70,50,assessment
50-34,A-34,50,assessment
50-08,A-08,50,assessment
50-95,A-95,50,assessment
50-16,T-16,50,treatment
50-81,A-81,50,assessment
50-02,T-02,50,treatment
50-61,A-61,50,assessment
50-52,T-52,50,treatment
50-87,A-87,50,assessment
50-98,T-98,50,treatment
50-44,A-44,50,assessment
50-96,A-96,50,assessment
50-66,A-66,50,assessment
50-99,A-99,50,assessment
50-53,A-53,50,assessment
50-68,A-68,50,assessment
50-69,A-69,50,assessment
50-52,A-52,50,assessment
50-95,T-95,50,treatment
50-36,A-36,50,assessment
50-73,T-73,50,treatment
51-53,A-53,51,assessment
51-73,T-73,51,treatment
51-31,A-31,51,assessment
51-92,A-92,51,assessment
51-85,A-85,51,assessment
51-19,T-19,51,treatment
51-16,T-16,51,treatment
51-99,A-99,51,assessment
51-70,A-70,51,assessment
51-72,T-72,51,treatment
51-33,A-33,51,assessment
51-54,A-54,51,assessment
51-88,T-88,51,treatment
51-10,T-10,51,treatment
51-37,A-37,51,assessment
51-36,T-36,51,treatment
51-84,A-84,51,assessment
51-74,A-74,51,assessment
51-26,A-26,51,assessment
51-43,T-43,51,treatment
51-19,T-19,51,treatment
51-91,A-91,51,assessment
51-27,A-27,51,assessment
51-27,A-27,51,assessment
51-63,A-63,51,assessment
51-02,T-02,51,treatment
51-35,A-35,51,assessment
51-68,T-68,51,treatment
51-76,A-76,51,assessment
51-62,T-62,51,treatment
51-73,A-73,51,assessment
51-41,T-41,51,treatment
51-89,A-89,51,assessment
51-91,A-91,51,assessment
51-02,A-02,51,assessment
51-35,T-35,51,treatment
51-37,T-37,51,treatment
51-04,A-04,51,assessment
51-82,T-82,51,treatment
51-95,A-95,51,assessment
51-45,T-45,51,treatment
51-96,A-96,51,assessment
51-52,A-52,51,assessment
51-88,A-88,51,assessment
51-22,T-22,51,treatment
51-94,A-94,51,assessment
51-81,T-81,51,treatment
51-80,T-80,51,treatment
51-48,T-48,51,treatment
51-15,T-15,51,treatment
51-70,A-70,51,assessment
51-35,A-35,51,assessment
51-95,A-95,51,assessment
51-31,A-31,51,assessment
51-88,A-88,51,assessment
51-38,A-38,51,assessment
52-52,T-52,52,treatment
52-55,A-55,52,assessment
52-34,T-34,52,treatment
52-68,A-68,52,assessment
52-52,A-52,52,assessment
52-21,T-21,52,treatment
52-39,A-39,52,assessment
52-33,A-33,52,assessment
52-59,A-59,52,assessment
52-30,T-30,52,treatment
52-69,T-69,52,treatment
52-62,T-62,52,treatment
52-72,A-72,52,assessment
52-93,T-93,52,treatment
52-38,A-38,52,assessment
52-03,T-03,52,treatment
52-98,T-98,52,treatment
52-100,T-100,52,treatment
52-67,T-67,52,treatment
52-21,A-21,52,assessment
52-68,A-68,52,assessment
52-86,A-86,52,assessment
52-87,A-87,52,assessment
52-96,T-96,52,treatment
52-57,T-57,52,treatment
52-16,T-16,52,treatment
52-77,T-77,52,treatment
52-85,T-85,52,treatment
52-76,T-76,52,treatment
52-13,A-13,52,assessment
52-50,T-50,52,treatment
52-98,A-98,52,assessment
52-89,A-89,52,assessment
52-36,A-36,52,assessment
52-30,A-30,52,assessment
52-86,T-86,52,treatment
52-59,T-59,52,treatment
52-33,A-33,52,assessment
52-27,A-27,52,assessment
52-44,T-44,52,treatment
52-37,A-37,52,assessment
52-16,T-16,52,treatment
52-65,A-65,52,assessment
52-56,A-56,52,assessment
52-82,A-82,52,assessment
52-34,T-34,52,treatment
52-92,T-92,52,treatment
52-54,A-54,52,assessment
52-38,T-38,52,treatment
52-44,A-44,52,assessment
52-77,T-77,52,treatment
52-30,T-30,52,treatment
52-51,T-51,52,treatment
53-15,A-15,53,assessment
53-28,T-28,53,treatment
53-24,T-24,53,treatment
53-90,T-90,53,treatment
53-25,T-25,53,treatment
53-13,T-13,53,treatment
53-78,T-78,53,treatment
53-11,A-11,53,assessment
53-06,A-06,53,assessment
53-80,T-80,53,treatment
53-82,T-82,53,treatment
53-75,A-75,53,assessment
53-09,A-09,53,assessment
53-63,T-63,53,treatment
53-29,A-29,53,assessment
53-42,T-42,53,treatment
53-70,A-70,53,assessment
53-28,T-28,53,treatment
53-88,A-88,53,assessment
53-85,T-85,53,treatment
53-49,A-49,53,assessment
53-75,T-75,53,treatment
53-74,T-74,53,treatment
53-11,A-11,53,assessment
53-84,A-84,53,assessment
53-77,T-77,53,treatment
53-66,T-66,53,treatment
53-36,T-36,53,treatment
53-86,A-86,53,assessment
53-76,T-76,53,treatment
53-48,A-48,53,assessment
53-42,A-42,53,assessment
53-56,T-56,53,treatment
53-86,A-86,53,assessment
53-75,T-75,53,treatment
53-43,A-43,53,assessment
53-51,T-51,53,treatment
53-90,A-90,53,assessment
53-65,T-65,53,treatment
53-77,A-77,53,assessment
53-57,T-57,53,treatment
53-39,T-39,53,treatment
53-83,T-83,53,treatment
53-52,A-52,53,assessment
53-38,T-38,53,treatment
53-27,T-27,53,treatment
53-67,A-67,53,assessment
53-99,A-99,53,assessment
53-63,A-63,53,assessment
53-05,T-05,53,treatment
53-43,A-43,53,assessment
53-13,T-13,53,treatment
53-52,A-52,53,assessment
53-51,A-51,53,assessment
53-42,T-42,53,treatment
53-12,A-12,53,assessment
53-71,T-71,53,treatment
53-05,T-05,53,treatment
53-49,A-49,53,assessment
54-19,T-19,54,treatment
54-24,A-24,54,assessment
54-44,A-44,54,assessment
54-23,A-23,54,assessment
54-73,A-73,54,assessment
54-66,T-66,54,treatment
54-31,A-31,54,assessment
54-95,T-95,54,treatment
54-42,A-42,54,assessment
54-08,T-08,54,treatment
54-16,T-16,54,treatment
54-12,T-12,54,treatment
54-09,T-09,54,treatment
54-85,A-85,54,assessment
54-30,T-30,54,treatment
54-04,T-04,54,treatment
54-77,A-77,54,assessment
54-75,T-75,54,treatment
54-46,T-46,54,treatment
54-40,A-40,54,assessment
54-51,A-51,54,assessment
54-46,A-46,54,assessment
