"PROVIDER_ID","HOSPITAL_NAME","ADDRESS","CITY","STATE","ZIP_CODE","COUNTY","PHONE_NUMBER"
"30012",YAVAPAI REGIONAL MEDICAL CENTER,"1003 WILLOW CREEK ROAD",PRESCOTT,AZ,"86301",YAVAPAI,"9284452700"
"21305",WRANGELL MEDICAL CENTER,"310 BENNETT STREET PO BOX 1081",WRANGELL,AK,"99929",,"9078747000"
"21304",PETERSBURG MEDICAL CENTER,PO BOX 589,PETERSBURG,AK,"99833",,"9077724291"
"30120",GILBERT HOSPITAL,"5656 SOUTH POWER ROAD",GILBERT,AZ,"85295",MARICOPA,"4808403715"
"110143",WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD",AUSTELL,GA,"30106",COBB,"7707324000"
"30074",SELLS INDIAN HEALTH SERVICE HOSPITAL,PO BOX 548,SELLS,AZ,"85634",PIMA,"5203837200"
"30113",WHITERIVER PHS INDIAN HOSPITAL,"200 WEST HOSPITAL DRIVE  (PO BOX 860)",WHITERIVER,AZ,"85941",NAVAJO,"9283384911"
"30117",VALLEY VIEW MEDICAL CENTER,"5330 SOUTH HIGHWAY 95",FORT MOHAVE,AZ,"86426",MOHAVE,"9287887252"
"40020",ST BERNARDS MEDICAL CENTER,"225 E JACKSON",JONESBORO,AR,"72401",CRAIGHEAD,"8709724100"
"33301","LOS NINOS HOSPITAL, INC.","2303 EAST THOMAS",PHOENIX,AZ,"85016",MARICOPA,"6029547311"
"140010",EVANSTON HOSPITAL,"2650 RIDGE AVE",EVANSTON,IL,"60201",COOK,"8474328000"
"40002",JOHNSON REGIONAL MEDICAL CENTER,"1100 EAST POPLAR STREET",CLARKSVILLE,AR,"72830",JOHNSON,"4797545454"
"40078",NATIONAL PARK MEDICAL CENTER,"1910 MALVERN AVENUE",HOT SPRINGS,AR,"71901",GARLAND,"5013211000"
"40152",NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,"3873 NORTH PARKVIEW DRIVE",FAYETTEVILLE,AR,"72703",WASHINGTON,"4795717002"
"40062",MERCY HOSPITAL FORT SMITH,"7301 ROGERS AVE",FORT SMITH,AR,"72917",SEBASTIAN,"4793146000"
"41310",STONE COUNTY MEDICAL CENTER,"2106 EAST MAIN STREET",MOUNTAIN VIEW,AR,"72560",STONE,"8702694361"
"41314","DEWITT HOSPITAL & NURSING HOME, INC","1641 WHITEHEAD DRIVE",DE WITT,AR,"72042",ARKANSAS,"8709463571"
"41329",MERCY HOSPITAL BERRYVILLE,"214 CARTER STREET",BERRYVILLE,AR,"72616",CARROLL,"8704233355"
"50060",COMMUNITY REGIONAL MEDICAL CENTER,"2823 FRESNO STREET",FRESNO,CA,"93721",FRESNO,"5594596000"
"50067",OAK VALLEY HOSPITAL DISTRICT,"350 S OAK AVE",OAKDALE,CA,"95361",STANISLAUS,"2098473011"
"50069",ST JOSEPH HOSPITAL,"1100 WEST STEWART DR",ORANGE,CA,"92868",ORANGE,"7146339111"
"50101",SUTTER SOLANO MEDICAL CENTER,"300 HOSPITAL DR",VALLEJO,CA,"94589",SOLANO,"7075545280"
"50103",WHITE MEMORIAL MEDICAL CENTER,"1720 E CESAR AVENUE",LOS ANGELES,CA,"90033",LOS ANGELES,"3232685000"
"50102",PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,"3865 JACKSON STREET",RIVERSIDE,CA,"92503",RIVERSIDE,"9516882211"
"50093",SAINT AGNES MEDICAL CENTER,"1303 E HERNDON AVE",FRESNO,CA,"93710",FRESNO,"5594503000"
"51306",GLENN MEDICAL CENTER,"1133 W SYCAMORE ST",WILLOWS,CA,"95988",GLENN,"5309341818"
"53310",SHRINERS HOSPITALS FOR CHILDREN,"3160 GENEVA STREET",LOS ANGELES,CA,"90020",LOS ANGELES,"2133883151"
"53309",MILLER CHILDREN'S HOSPITAL,"2801 ATLANTIC AVENUE",LONG BEACH,CA,"90806",LOS ANGELES,"5629338001"
"50122",DAMERON HOSPITAL,"525 WEST ACACIA STREET",STOCKTON,CA,"95203",SAN JOAQUIN,"2099445550"
"51304",JOHN C FREMONT HEALTHCARE DISTRICT,"5189 HOSPITAL ROAD",MARIPOSA,CA,"95338",MARIPOSA,"2099663631"
"110031",WELLSTAR SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET",GRIFFIN,GA,"30223",SPALDING,"7702282721"
"50696",KECK HOSPITAL OF USC,"1500 SAN PABLO ST",LOS ANGELES,CA,"90033",LOS ANGELES,"3234428656"
"50308",EL CAMINO HOSPITAL,"2500 GRANT ROAD",MOUNTAIN VIEW,CA,"94040",SANTA CLARA,"6509407000"
"50552",MOTION PICTURE & TELEVISION HOSPITAL,"23388 MULHOLLAND DRIVE",WOODLAND HILLS,CA,"91364",LOS ANGELES,"8188761888"
"50424",SCRIPPS GREEN HOSPITAL,"10666 NORTH TORREY PINES ROAD",LA JOLLA,CA,"92037",SAN DIEGO,"8584559100"
"50485",LONG BEACH MEMORIAL MEDICAL CENTER,"2801 ATLANTIC AVE",LONG BEACH,CA,"90806",LOS ANGELES,"5629332000"
"50724",BAKERSFIELD HEART HOSPITAL,"3001 SILLECT AVENUE",BAKERSFIELD,CA,"93308",KERN,"6613166000"
"110018",PIEDMONT NEWTON HOSPITAL,"5126 HOSPITAL DRIVE NE",COVINGTON,GA,"30014",NEWTON,"7707867053"
"110024",CANDLER HOSPITAL,"5353 REYNOLDS STREET",SAVANNAH,GA,"31412",CHATHAM,"9128196000"
"50625",CEDARS-SINAI MEDICAL CENTER,"8700 BEVERLY BLVD",LOS ANGELES,CA,"90048",LOS ANGELES,"3104235000"
"50194",WATSONVILLE COMMUNITY HOSPITAL,"75 NIELSON STREET",WATSONVILLE,CA,"95076",SANTA CRUZ,"8317244741"
"330164",HIGHLAND HOSPITAL,"1000 SOUTH AVENUE",ROCHESTER,NY,"14620",MONROE,"5854732200"
"50205",GLENDORA COMMUNITY HOSPITAL,"150 WEST ROUTE 66",GLENDORA,CA,"91740",LOS ANGELES,"6263350231"
"500152",SWEDISH ISSAQUAH,"751 NE BLAKELY DR",ISSAQUAH,WA,"98029",KING,"4253134000"
"100302",ST CLOUD REGIONAL MEDICAL CENTER,"2906 17TH STREET",SAINT CLOUD,FL,"34769",OSCEOLA,"4074983432"
"100313",SACRED HEART HOSPITAL ON THE GULF,"3801 E HWY 98",PORT SAINT JOE,FL,"32456",GULF,"8502295600"
"111304",MORGAN MEMORIAL HOSPITAL,"1077 SOUTH MAIN STREET",MADISON,GA,"30650",MORGAN,"7063421667"
"50195",WASHINGTON HOSPITAL,"2000 MOWRY AVE",FREMONT,CA,"94538",ALAMEDA,"5107971111"
"50197",SEQUOIA HOSPITAL,"170 ALAMEDA DE LAS PULGAS",REDWOOD CITY,CA,"94062",SAN MATEO,"6503675551"
"110026",ELBERT MEMORIAL HOSPITAL,"4 MEDICAL DRIVE",ELBERTON,GA,"30635",ELBERT,"7062132535"
"50295",MERCY HOSPITAL,"2215 TRUXTUN AVENUE",BAKERSFIELD,CA,"93301",KERN,"6616325000"
"50503",SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,"354 SANTA FE DRIVE",ENCINITAS,CA,"92024",SAN DIEGO,"7607536501"
"50543",COLLEGE HOSPITAL COSTA MESA,"301 VICTORIA STREET",COSTA MESA,CA,"92627",ORANGE,"9496422734"
"50678",ORANGE COAST MEMORIAL MEDICAL CENTER,"9920 TALBERT AVENUE",FOUNTAIN VALLEY,CA,"92708",ORANGE,"7143787406"
"50238",METHODIST HOSPITAL OF SOUTHERN CA,"300 W HUNTINGTON DR",ARCADIA,CA,"91006",LOS ANGELES,"6264454441"
"110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET",GAINESVILLE,GA,"30501",HALL,"7705353553"
"50335",SONORA REGIONAL MEDICAL CENTER,"1000 GREENLEY ROAD",SONORA,CA,"95370",TUOLUMNE,"2095323161"
"110130",IRWIN COUNTY HOSPITAL,"710 N IRWIN AVENUE",OCILLA,GA,"31774",IRWIN,"2294683845"
"100319",FLORIDA HOSPITAL WESLEY CHAPEL,"2600 BRUCE B DOWNS BLVD",WESLEY CHAPEL,FL,"33544",PASCO,"8139295490"
"50298",BARSTOW COMMUNITY HOSPITAL,"820 E MOUNTAIN VIEW STREET",BARSTOW,CA,"92311",SAN BERNARDINO,"7602561761"
"61316",SPANISH PEAKS REGIONAL HEALTH CENTER,"23500 US HWY 160",WALSENBURG,CO,"81089",HUERFANO,"7197385100"
"53311",SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,"2425 STOCKTON BOULEVARD",SACRAMENTO,CA,"95817",SACRAMENTO,"9164532000"
"51320",BANNER LASSEN MEDICAL CENTER,"1800 SPRING RIDGE DRIVE",SUSANVILLE,CA,"96130",LASSEN,"5302522000"
"60124",ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,"11650 W 2ND PLACE",LAKEWOOD,CO,"80228",JEFFERSON,"7203215000"
"50567",MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD",MISSION VIEJO,CA,"92691",ORANGE,"9493641400"
"50137",KAISER FOUNDATION HOSPITAL - PANORAMA CITY,"13652 CANTARA ST",PANORAMA CITY,CA,"91402",LOS ANGELES,"8183753333"
"60027",FOOTHILLS HOSPITAL,"4747 ARAPAHOE AVENUE",BOULDER,CO,"80304",BOULDER,"3034402273"
"61321",MT SAN RAFAEL HOSPITAL,"410 BENEDICTA AVENUE",TRINIDAD,CO,"81082",LAS ANIMAS,"7198469213"
"50272",REDLANDS COMMUNITY HOSPITAL,"350 TERRACINA BLVD",REDLANDS,CA,"92373",SAN BERNARDINO,"9093355500"
"50396",SANTA BARBARA COTTAGE HOSPITAL,"400 WEST PUEBLO",SANTA BARBARA,CA,"93102",SANTA BARBARA,"8056827111"
"50411",KAISER FOUNDATION HOSPITAL - SOUTH BAY,"25825 SOUTH VERMONT AVENUE",HARBOR CITY,CA,"90710",LOS ANGELES,"3105176441"
"50746",ORANGE COUNTY GLOBAL MEDICAL CENTER,"1001 NORTH TUSTIN AVENUE",SANTA ANA,CA,"92705",ORANGE,"7149533331"
"60032",ROSE MEDICAL CENTER,"4567 E 9TH AVENUE",DENVER,CO,"80220",DENVER,"3033202121"
"60034",SWEDISH MEDICAL CENTER,"501 E HAMPDEN AVENUE",ENGLEWOOD,CO,"80113",ARAPAHOE,"3037885000"
"61324",ASPEN VALLEY HOSPITAL,"0401 CASTLE CREEK ROAD",ASPEN,CO,"81611",PITKIN,"9705441261"
"50766",SUTTER SURGICAL HOSPITAL - NORTH VALLEY,"455 PLUMAS BLVD",YUBA CITY,CA,"95991",SUTTER,"5307495700"
"50769",HOAG ORTHOPEDIC INSTITUTE,"16250 SAND CANYON AVENUE",IRVINE,CA,"92618",ORANGE,"9497275000"
"60107",NATIONAL JEWISH HEALTH,"1400 JACKSON ST",DENVER,CO,"80206",DENVER,"3033884461"
"51329",SUTTER LAKESIDE HOSPITAL,"5176 HILL ROAD EAST",LAKEPORT,CA,"95453",LAKE,"7072625000"
"130007",ST ALPHONSUS REGIONAL MEDICAL CENTER,"1055 NORTH CURTIS ROAD",BOISE,ID,"83706",ADA,"2083672121"
"100189",NORTHWEST MEDICAL CENTER,"2801 N STATE RD 7",MARGATE,FL,"33063",BROWARD,"9549740400"
"100126",PALMS OF PASADENA HOSPITAL,"1501 PASADENA AVE S",SAINT PETERSBURG,FL,"33707",PINELLAS,"7273811000"
"100288",ST MARY'S MEDICAL CENTER,"901 45TH ST",WEST PALM BEACH,FL,"33407",PALM BEACH,"5618406202"
"80004",BAYHEALTH - KENT GENERAL HOSPITAL,"640 S STATE STREET",DOVER,DE,"19901",KENT,"3027447001"
"93300",CHILDREN'S HOSPITAL NMC,"111 MICHIGAN AVE, NW",WASHINGTON,DC,"20010",DISTRICT OF COLUMBIA,"2024765000"
"140206",NORWEGIAN-AMERICAN HOSPITAL,"1044 N FRANCISCO AVE",CHICAGO,IL,"60622",COOK,"7732928200"
"70029",BRISTOL HOSPITAL,BREWSTER RD,BRISTOL,CT,"6010",HARTFORD,"8605853000"
"100084",LEESBURG REGIONAL MEDICAL CENTER,"600 E DIXIE AVE",LEESBURG,FL,"34748",LAKE,"3523235762"
"100045",FLORIDA HOSPITAL DELAND,"701 W PLYMOUTH AVE",DELAND,FL,"32720",VOLUSIA,"3869434772"
"100191",MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401",TRINITY,FL,"34655",PASCO,"7278481733"
"100284",WESTCHESTER GENERAL HOSPITAL,"2500 SW 75TH AVE",MIAMI,FL,"33155",MIAMI-DADE,"3052639270"
"100265",MEASE COUNTRYSIDE HOSPITAL,"3231 MCMULLEN BOOTH RD",SAFETY HARBOR,FL,"34695",PINELLAS,"7277346950"
"90001",GEORGE WASHINGTON UNIV HOSPITAL,"900 23RD ST NW",WASHINGTON,DC,"20037",DISTRICT OF COLUMBIA,"2027164605"
"100007",FLORIDA HOSPITAL,"601 E ROLLINS ST",ORLANDO,FL,"32803",ORANGE,"4073031976"
"131324",LOST RIVERS HOSPITAL,"551 HIGHLAND DRIVE",ARCO,ID,"83213",BUTTE,"2085278206"
"100048",JAY HOSPITAL,"14114 ALABAMA ST",JAY,FL,"32565",SANTA ROSA,"8506754532"
"100137",HEART OF FLORIDA REGIONAL MEDICAL CENTER,"40100 US HWY 27 N",DAVENPORT,FL,"33837",POLK,"8634224971"
"100175",DESOTO MEMORIAL HOSPITAL,"900 N ROBERT AVE",ARCADIA,FL,"34265",DE SOTO,"8634943535"
"100276",BROWARD HEALTH CORAL SPRINGS,"3000 CORAL HILLS DR",CORAL SPRINGS,FL,"33065",BROWARD,"9543443000"
"100093",BAPTIST HOSPITAL,"1000 W MORENO ST",PENSACOLA,FL,"32501",ESCAMBIA,"8504344011"
"90005",SIBLEY MEMORIAL HOSPITAL,"5255 LOUGHBORO RD NW",WASHINGTON,DC,"20016",DISTRICT OF COLUMBIA,"2025374680"
"100213",BLAKE MEDICAL CENTER,"2020 59TH ST W",BRADENTON,FL,"34209",MANATEE,"9417926611"
"140191",INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,"60426",COOK,"7083332300"
"80001","CHRISTIANA CARE HEALTH SERVICES, INC.","4755 OGLETOWN-STANTON ROAD",NEWARK,DE,"19718",NEW CASTLE,"3027331000"
"100077",BAYFRONT HEALTH PORT CHARLOTTE,"2500 HARBOR BLVD",PORT CHARLOTTE,FL,"33952",CHARLOTTE,"9417664122"
"110226",DEKALB MEDICAL CENTER AT HILLANDALE,"2801 DEKALB MEDICAL PARKWAY",LITHONIA,GA,"30058",DEKALB,"4045018040"
"110187",CHESTATEE REGIONAL HOSPITAL,"227 MOUNTAIN DRIVE",DAHLONEGA,GA,"30533",LUMPKIN,"7068646136"
"110184",WELLSTAR DOUGLAS HOSPITAL,"8954 HOSPITAL DRIVE",DOUGLASVILLE,GA,"30134",DOUGLAS,"7709491500"
"101310",SHANDS STARKE REGIONAL MEDICAL CENTER,"922 E CALL ST",STARKE,FL,"32091",BRADFORD,"9043682300"
"120002",MAUI MEMORIAL MEDICAL CENTER,"221 MAHALANI STREET",WAILUKU,HI,"96793",MAUI,"8084425101"
"111318",MONROE COUNTY HOSPITAL,"88 MARTIN LUTHER KING JR DRIVE",FORSYTH,GA,"31029",MONROE,"4789942521"
"100023",CITRUS MEMORIAL HOSPITAL,"502 W HIGHLAND BLVD",INVERNESS,FL,"34452",CITRUS,"3527261551"
"100026",BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,"615 N BONITA AVE",PANAMA CITY,FL,"32401",BAY,"8507691511"
"103303",SHRINERS HOSPITALS FOR CHILDREN-TAMPA,"12502 USF PINE DR",TAMPA,FL,"33612",HILLSBOROUGH,"8139722250"
"120004",WAHIAWA GENERAL HOSPITAL,"128 LEHUA STREET",WAHIAWA,HI,"96786",HONOLULU,"8086218411"
"110092",DODGE COUNTY HOSPITAL,"901 GRIFFIN AVE",EASTMAN,GA,"31023",DODGE,"4784484067"
"110073",DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,"31750",BEN HILL,"2294247100"
"110153",PERRY HOSPITAL,"1120 MORNINGSIDE DR",PERRY,GA,"31069",HOUSTON,"4789873600"
"110105",COLQUITT REGIONAL MEDICAL CENTER,"3131 THOMASVILLE HWY BOX 40",MOULTRIE,GA,"31768",COLQUITT,"2299853420"
"110101",COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,"706 N PARRISH AVE",ADEL,GA,"31620",COOK,"2298968077"
"111303",JASPER MEMORIAL HOSPITAL,"898 COLLEGE STREET",MONTICELLO,GA,"31064",JASPER,"7064686411"
"110043",ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD",SAVANNAH,GA,"31419",CHATHAM,"9128194100"
"110079",GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,"30303",FULTON,"4046164252"
"100230",MEMORIAL HOSPITAL PEMBROKE,"7800 SHERIDAN ST",PEMBROKE PINES,FL,"33024",BROWARD,"9549629650"
"140119",RUSH UNIVERSITY MEDICAL CENTER,"1653 WEST CONGRESS PARKWAY",CHICAGO,IL,"60612",COOK,"3129425000"
"140013",PROCTOR HOSPITAL,"5409 N KNOXVILLE AVE",PEORIA,IL,"61614",PEORIA,"3096911000"
"140127",ADVOCATE BROMENN MEDICAL CENTER,"1304 FRANKLIN AVENUE",NORMAL,IL,"61761",MCLEAN,"3094541400"
"140172",FRANCISCAN ST JAMES HEALTH,"20201 S CRAWFORD AVENUE",OLYMPIA FIELDS,IL,"60461",COOK,"7087474000"
"140029",COPLEY MEMORIAL HOSPITAL,"2000 OGDEN AVENUE",AURORA,IL,"60504",KANE,"6309786200"
"140018",MT SINAI HOSPITAL MEDICAL CENTER,"15TH STREET AT CALIFORNIA",CHICAGO,IL,"60608",COOK,"7732576751"
"130066",NORTHWEST SPECIALTY HOSPITAL,"1593 EAST POLSTON AVENUE",POST FALLS,ID,"83854",KOOTENAI,"2082622300"
"131313",TETON VALLEY HOSPITAL,"120 EAST HOWARD AVE",DRIGGS,ID,"83422",TETON,"2083542383"
"140068",ROSELAND COMMUNITY HOSPITAL,"45 W 111TH STREET",CHICAGO,IL,"60628",COOK,"7739953000"
"140082",LOUIS A WEISS MEMORIAL HOSPITAL,"4646 N MARINE DRIVE",CHICAGO,IL,"60640",COOK,"7738788700"
"140181",SOUTH SHORE HOSPITAL,"8012 SOUTH CRANDON AVENUE",CHICAGO,IL,"60617",COOK,"7737680810"
"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490"
"140186",RIVERSIDE MEDICAL CENTER,"350 N WALL ST",KANKAKEE,IL,"60901",KANKAKEE,"8159331671"
"10007",MIZELL MEMORIAL HOSPITAL,"702 N MAIN ST",OPP,AL,"36467",COVINGTON,"3344933541"
"10008",CRENSHAW COMMUNITY HOSPITAL,"101 HOSPITAL CIRCLE",LUVERNE,AL,"36049",CRENSHAW,"3343353374"
"10012",DEKALB REGIONAL MEDICAL CENTER,"200 MED CENTER DRIVE",FORT PAYNE,AL,"35968",DE KALB,"2568453150"
"10059",LAWRENCE MEDICAL CENTER,"202 HOSPITAL STREET",MOULTON,AL,"35650",LAWRENCE,"2569742200"
"10061",HIGHLANDS MEDICAL CENTER,"380 WOODS COVE ROAD",SCOTTSBORO,AL,"35768",JACKSON,"2562594444"
"10049",MEDICAL CENTER ENTERPRISE,"400 N EDWARDS STREET",ENTERPRISE,AL,"36330",COFFEE,"3343470584"
"10092",D C H REGIONAL MEDICAL CENTER,"809 UNIVERSITY BOULEVARD EAST",TUSCALOOSA,AL,"35401",TUSCALOOSA,"2057597111"
"10168",JACK HUGHSTON MEMORIAL HOSPITAL,"4401 RIVER CHASE DRIVE",PHENIX CITY,AL,"36867",RUSSELL,"3347323000"
"10108",PRATTVILLE BAPTIST HOSPITAL,"124 S MEMORIAL DR",PRATTVILLE,AL,"36067",AUTAUGA,"3343614267"
"10087",UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,"2451 FILLINGIM STREET",MOBILE,AL,"36617",MOBILE,"2514717110"
"10091",GROVE HILL MEMORIAL HOSPITAL,"295 JACKSON HWY S",GROVE HILL,AL,"36451",CLARKE,"2512753191"
"21306",PROVIDENCE KODIAK ISLAND MEDICAL CTR,"1915 EAST REZANOF DRIVE",KODIAK,AK,"99615",KODIAK ISLAND,"9074869592"
"10118",VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,"1015 MEDICAL CENTER PARKWAY",SELMA,AL,"36701",DALLAS,"3344184100"
"10144",SPRINGHILL MEMORIAL HOSPITAL,"3719 DAUPHIN STREET",MOBILE,AL,"36608",MOBILE,"2513449630"
"20018",YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,"99559",BETHEL,"9075436300"
"30061",BANNER BOSWELL MEDICAL CENTER,"10401 WEST THUNDERBIRD BOULEVARD",SUN CITY,AZ,"85351",MARICOPA,"6238324000"
"11304",CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,"36904",CHOCTAW,"2054599100"
"11305",ST VINCENTS BLOUNT,"150 GILBREATH DRIVE",ONEONTA,AL,"35121",BLOUNT,"2052743000"
"13300",CHILDREN'S HOSPITAL OF ALABAMA,"1600 SEVENTH AVENUE SOUTH",BIRMINGHAM,AL,"35233",JEFFERSON,"2059399100"
"30007",VERDE VALLEY MEDICAL CENTER,"269 SOUTH CANDY LANE",COTTONWOOD,AZ,"86326",YAVAPAI,"9286396058"
"30016",BANNER CASA GRANDE MEDICAL CENTER,"1800 EAST FLORENCE BOULEVARD",CASA GRANDE,AZ,"85222",PINAL,"5203816300"
"30024",ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,"350 WEST THOMAS ROAD",PHOENIX,AZ,"85013",MARICOPA,"6024065001"
"30123",SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,"7400 EAST THOMPSON PEAK PARKWAY",SCOTTSDALE,AZ,"85255",MARICOPA,"4803247004"
"30073",TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,"86045",COCONINO,"9282832501"
"21301",PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,VALDEZ,AK,"99686",,"9078352249"
"31313",HOLY CROSS HOSPITAL,"1171 WEST TARGET RANGE ROAD",NOGALES,AZ,"85621",SANTA CRUZ,"5202853000"
"30134",BANNER GOLDFIELD MEDICAL CENTER,"2050 WEST SOUTHERN AVENUE",APACHE JUNCTION,AZ,"85120",PINAL,"4807333300"
"30101",WESTERN ARIZONA REGIONAL MEDICAL CENTER,"2735 SILVER CREEK ROAD",BULLHEAD CITY,AZ,"86442",MOHAVE,"9287632273"
"30103",MAYO CLINIC HOSPITAL,"5777 EAST MAYO BOULEVARD",PHOENIX,AZ,"85054",MARICOPA,"4803422000"
"30111",BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,"2800 EAST AJO WAY",TUCSON,AZ,"85713",PIMA,"5208742000"
"30118",YAVAPAI REGIONAL MEDICAL CENTER-EAST CAMPUS,"7700 EAST FLORENTINE ROAD",PRESCOTT VALLEY,AZ,"86314",YAVAPAI,"9287715676"
"31315",WHITE MOUNTAIN REGIONAL MEDICAL CENTER,"118 SOUTH MOUNTAIN AVENUE",SPRINGERVILLE,AZ,"85938",APACHE,"9283334368"
"33303","HACIENDA CHILDREN'S HOSPITAL, INC.","610 WEST JEROME AVENUE",MESA,AZ,"85210",MARICOPA,"6022434231"
"31302",NORTHERN COCHISE COMMUNITY HOSPITAL,"901 WEST REX ALLEN DRIVE",WILLCOX,AZ,"85643",COCHISE,"5203843541"
"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555"
"40114",BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,"72205",PULASKI,"5012022000"
"40041",ST MARYS REGIONAL MEDICAL CENTER,"1808 WEST MAIN STREET",RUSSELLVILLE,AR,"72801",POPE,"4799682841"
"40010",MERCY HOSPITAL NORTHWEST ARKANSAS,"2710 SOUTH RIFE MEDICAL LANE",ROGERS,AR,"72758",BENTON,"4793388000"
"40076",BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,"1001 SCHNEIDER DRIVE",MALVERN,AR,"72104",HOT SPRING,"5013321000"
"40147",ARKANSAS SURGICAL HOSPITAL,"5201 NORTH SHORE DRIVE",NO LITTLE ROCK,AR,"72118",PULASKI,"5017488000"
"41300",NORTH LOGAN MERCY HOSPITAL,"500 EAST ACADEMY",PARIS,AR,"72855",LOGAN,"4799636101"
"40050",OUACHITA COUNTY MEDICAL CENTER,"638 CALIFORNIA AVENUE",CAMDEN,AR,"71701",OUACHITA,"8708361000"
"40051",DREW MEMORIAL HOSPITAL,"778 SCOGIN DRIVE",MONTICELLO,AR,"71655",DREW,"8703672411"
"41302",RIVER VALLEY MEDICAL CENTER,"200 NORTH THIRD STREET",DARDANELLE,AR,"72834",YELL,"4792294677"
"41309",LAWRENCE MEMORIAL HOSPITAL,"1309 WEST MAIN",WALNUT RIDGE,AR,"72476",LAWRENCE,"8708861200"
"50014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",AMADOR,"2092237500"
"50017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",SACRAMENTO,"9164534545"
"41324",CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,"72110",CONWAY,"5019772300"
"50058",GLENDALE MEM HOSPITAL & HLTH CENTER,"1420 S CENTRAL AVE",GLENDALE,CA,"91204",LOS ANGELES,"8185021900"
"50063",HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,"1300 N VERMONT AVE",LOS ANGELES,CA,"90027",LOS ANGELES,"2134133000"
"50026",GROSSMONT HOSPITAL,"5555 GROSSMONT CENTER DRIVE BOX 58",LA MESA,CA,"91942",SAN DIEGO,"6194650711"
"50082",ST JOHNS REGIONAL MEDICAL CENTER,"1600 N ROSE AVE",OXNARD,CA,"93030",VENTURA,"8059882500"
"50104",SAINT FRANCIS MEDICAL CENTER,"3630 EAST IMPERIAL HIGHWAY",LYNWOOD,CA,"90262",LOS ANGELES,"3109008900"
"50121",ADVENTIST MEDICAL CENTER,"115 MALL DRIVE",HANFORD,CA,"93230",KINGS,"2094107200"
"50108","SUTTER MEDICAL CENTER, SACRAMENTO","2825 CAPITOL AVENUE",SACRAMENTO,CA,"95816",SACRAMENTO,"9167338999"
"50128",TRI-CITY MEDICAL CENTER,"4002 VISTA WAY",OCEANSIDE,CA,"92056",SAN DIEGO,"7607248411"
"50099",SAN ANTONIO REGIONAL HOSPITAL,"999 SAN BERNARDINO ROAD",UPLAND,CA,"91786",SAN BERNARDINO,"7149852811"
"50118",DOCTORS HOSPITAL OF MANTECA,"1205 E NORTH STREET",MANTECA,CA,"95336",SAN JOAQUIN,"2098233111"
"50124",USC VERDUGO HILLS HOSPITAL,"1812 VERDUGO BLVD",GLENDALE,CA,"91209",LOS ANGELES,"8187907100"
"50125",REGIONAL MEDICAL CENTER OF SAN JOSE,"225 N JACKSON AVENUE",SAN JOSE,CA,"95116",SANTA CLARA,"4082595000"
"70003",DAY KIMBALL HOSPITAL,"320 POMFRET STREET",PUTNAM,CT,"6260",WINDHAM,"8609286541"
